Load,PV_rel
1.40551758,0
1.12988282,0
0.74023438,0
0.49487304,0
0.43969726,0
0.41992188,0
0.40014648,0
0.38012696,0
0.45996094,0
0.40014648,0
0.5246582,0
0.9951172,0
1.33984374,0
